"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"New Zealand","1 153","4","21","0","Clusters of cases","0"
"Viet Nam","324","4","0","0","Clusters of cases","0"
"Brunei Darussalam","141","0","1","0","Clusters of cases","11"
"Mongolia","140","4","0","0","Sporadic cases","0"
"Cambodia","122","0","0","0","Sporadic cases","37"
"Lao People's Democratic Republic","19","0","0","0","Sporadic cases","36"
"Fiji","18","0","0","0","Sporadic cases","28"
"Papua New Guinea","8","0","0","0","Sporadic cases","26"
"Territoriesii","","","","","",""
"Guam","149","0","5","0","Clusters of cases","4"
"French Polynesia","60","0","0","0","Sporadic cases","13"
"Northern Mariana Islands","","","","","",""
"(Commonwealth of the)","21","0","2","0","Pending","2"
"New Caledonia","18","0","0","0","Sporadic cases","46"
"Subtotal for all regions","4 730 746","112 637","316 156","4 322","",""
"Other*","712","0","13","0","-","64"
"Grand total","4 731 458","112 637","316 169","4 322","",""
